,/intelcpu/0/load/1,/intelcpu/0/load/2,/intelcpu/0/load/3,/intelcpu/0/load/4,/intelcpu/0/load/0,/intelcpu/0/temperature/0,/intelcpu/0/temperature/1,/intelcpu/0/temperature/2,/intelcpu/0/temperature/3,/intelcpu/0/temperature/4,/intelcpu/0/clock/1,/intelcpu/0/clock/2,/intelcpu/0/clock/3,/intelcpu/0/clock/4,/intelcpu/0/power/0,/intelcpu/0/power/1,/intelcpu/0/power/2,/intelcpu/0/power/3,/intelcpu/0/clock/0
Time,"CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Total","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Package","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Package","CPU Cores","CPU Graphics","CPU DRAM","Bus Speed"
09/23/2015 20:22:18,28.125,21.875,21.875,23.4375,23.828125,46,51,47,46,47,4090.52563,4090.52563,4090.52563,4090.52563,57.192318,40.1031876,1.69809783,3.43533683,99.76891
09/23/2015 20:22:19,42.1875,28.125,40.625,59.375,42.578125,46,48,46,52,52,4090.52563,4090.52563,4090.52563,4090.52563,65.89386,51.86193,1.39267218,3.50068331,99.76891
09/23/2015 20:22:20,40.625,26.5625,29.6875,65.625,40.625,50,49,49,52,52,4090.525,4090.525,4090.525,4090.525,65.2713242,51.29256,1.39957345,3.45119023,99.7689
09/23/2015 20:22:21,43.75,43.75,37.5,59.375,46.09375,47,48,46,52,52,4090.527,4090.527,4090.527,4090.527,64.0725,49.9091644,1.418658,3.41218948,99.76896
09/23/2015 20:22:22,57.8125,43.75,26.5625,54.6875,45.703125,52,45,44,47,52,4090.52612,4090.52612,4090.52612,4090.52612,64.4393845,50.4389839,1.40189433,3.375769,99.76893
09/23/2015 20:22:23,53.125,32.8125,26.5625,56.25,42.1875,49,46,43,50,50,4090.52563,4090.52563,4090.52563,4090.52563,65.14001,51.1193275,1.41625762,3.41584253,99.76892
09/23/2015 20:22:25,51.5625,21.875,21.875,46.875,35.546875,46,46,44,54,54,4090.526,4090.526,4090.526,4090.526,65.1451,51.0004921,1.420115,3.440273,99.76892
09/23/2015 20:22:25,51.5625,28.125,25,56.25,40.234375,49,45,44,53,53,4090.52563,4090.52563,4090.52563,4090.52563,65.54727,51.5442352,1.41940439,3.43934274,99.76891
09/23/2015 20:22:26,45.3125,20.3125,25,57.8125,37.109375,53,50,45,47,53,4090.525,4090.525,4090.525,4090.525,64.91937,50.78424,1.41732562,3.40612936,99.7689
