,/intelcpu/0/load/1,/intelcpu/0/load/2,/intelcpu/0/load/3,/intelcpu/0/load/4,/intelcpu/0/load/0,/intelcpu/0/temperature/0,/intelcpu/0/temperature/1,/intelcpu/0/temperature/2,/intelcpu/0/temperature/3,/intelcpu/0/clock/1,/intelcpu/0/clock/2,/intelcpu/0/clock/3,/intelcpu/0/clock/4,/intelcpu/0/clock/0
Time,"CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Total","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","Bus Speed"
09/25/2015 22:20:20,0.7692308,0,0,0,0.1923077,46,46,46,45,1197.02148,1197.02148,1197.02148,1197.02148,133.0024
09/25/2015 22:20:25,3.84615374,8.461538,4.61538458,3.07692313,5,45,44,48,44,1197.02014,1197.02014,1197.02014,1197.02014,133.002243
09/25/2015 22:20:30,0,0,0,0,0,47,44,47,45,1197.02161,1197.02161,1197.02161,1197.02161,133.0024
09/25/2015 22:20:35,0,0,0,0,0,46,45,47,45,1197.02136,1197.02136,1197.02136,1197.02136,133.00238
09/25/2015 22:20:40,4.61538458,7.69230747,3.84615374,4.61538458,5.19230747,47,45,47,45,1197.019,1197.019,1197.019,1197.019,133.002121
09/25/2015 22:20:46,1.53846157,1.53846157,1.53846157,1.53846157,1.53846157,47,45,48,46,2527.04346,2527.04346,2926.05029,2926.05029,133.002289
09/25/2015 22:20:51,0,0,0,0,0,46,44,46,45,1197.02136,1197.02136,1197.02136,1197.02136,133.002365
09/25/2015 22:20:56,2.30769229,2.30769229,2.30769229,0.7692308,1.92307687,45,46,47,44,1197.02014,1197.02014,1197.02014,1197.02014,133.002243
09/25/2015 22:21:01,3.07692313,5.30303049,4.5454545,6.923077,4.962121,50,51,48,50,2926.05176,2926.05176,2926.05176,1197.02112,133.00235
09/25/2015 22:21:06,0,0,0,0,0,46,45,47,43,1197.021,1197.021,1197.021,1197.021,133.002335
09/25/2015 22:21:11,0,0,1.53846157,0,0.3846154,45,45,46,45,1197.021,1197.021,1197.021,1197.021,133.002335
09/25/2015 22:21:16,2.30769229,9.230769,4.61538458,3.07692313,4.80769253,46,46,47,45,1197.02063,1197.02063,1197.02063,1197.02063,133.002289
09/25/2015 22:21:21,0,0,0.78125,0,0.1953125,45,45,46,44,1197.02087,1197.02087,1197.02087,1197.02087,133.002319
09/25/2015 22:21:26,0,0,0,0,0,45,44,46,44,1197.02161,1197.02161,1197.02161,1197.02161,133.002411
09/25/2015 22:21:31,4.61538458,8.461538,4.61538458,2.30769229,5,46,46,47,45,1197.02039,1197.02039,1197.02039,1197.02039,133.002274
09/25/2015 22:21:36,0,0,0,0,0,45,44,47,44,1197.02136,1197.02136,1197.02136,1197.02136,133.00238
09/25/2015 22:21:41,0,0,0,0,0,45,45,46,44,1197.02136,1197.02136,1197.02136,1197.02136,133.00238
09/25/2015 22:21:46,4.61538458,8.461538,5.38461542,4.61538458,5.769231,45,46,46,44,1197.02075,1197.02075,1197.02075,1197.02075,133.0023
09/25/2015 22:21:51,0,0,0,0,0,46,44,46,44,1197.021,1197.021,1197.021,1197.021,133.002335
09/25/2015 22:21:56,0,0,0,0,0,45,43,47,44,1197.02148,1197.02148,1197.02148,1197.02148,133.0024
09/25/2015 22:22:02,5.38461542,6.923077,7.69230747,3.84615374,5.96153831,46,44,46,44,1197.02051,1197.02051,1197.02051,1197.02051,133.002274
09/25/2015 22:22:07,0,0,0,0,0,45,43,47,44,1197.02063,1197.02063,1197.02063,1197.02063,133.0023
09/25/2015 22:22:12,0,0,0.7692308,0,0.1923077,44,43,46,44,1197.02124,1197.02124,1197.02124,1197.02124,133.00235
09/25/2015 22:22:17,2.30769229,9.230769,7.69230747,4.61538458,5.96153831,45,45,46,44,1197.02063,1197.02063,1197.02063,1197.02063,133.002289
09/25/2015 22:22:22,1.53846157,0.7692308,0.7692308,1.53846157,1.15384614,46,45,48,45,2660.04541,2660.04541,2926.0498,2926.0498,133.002274
09/25/2015 22:22:27,0,0,0,0,0,45,44,47,43,1197.02173,1197.02173,1197.02173,1197.02173,133.002411
09/25/2015 22:22:32,3.84615374,1.53846157,1.53846157,1.53846157,2.11538458,44,43,46,43,1197.02087,1197.02087,1197.02087,1197.02087,133.002319
09/25/2015 22:22:37,5.38461542,3.07692313,4.61538458,3.84615374,4.230769,50,47,50,48,2926.05151,2926.05151,2926.05151,2926.05151,133.00235
09/25/2015 22:22:42,0,0,0,0,0,45,42,45,43,1197.02148,1197.02148,1197.02148,1197.02148,133.00238
09/25/2015 22:22:47,0,0,0.7692308,0.7692308,0.3846154,45,45,47,45,1197.02051,1197.02051,1197.02051,1197.02051,133.002274
09/25/2015 22:22:52,5.38461542,7.69230747,7.69230747,0.7692308,5.38461542,45,45,47,43,1197.02039,1197.02039,1729.02954,1197.02039,133.002274
09/25/2015 22:22:57,0,0,0,0,0,43,43,44,44,1197.02112,1197.02112,1197.02112,1197.02112,133.00235
09/25/2015 22:23:02,0,0,13.8461542,0,3.46153855,45,43,45,44,1197.021,1197.021,1197.021,1197.021,133.002335
09/25/2015 22:23:07,5.38461542,6.923077,3.07692313,5.38461542,5.19230747,45,44,45,44,1197.02075,1197.02075,1197.02075,1197.02075,133.0023
09/25/2015 22:23:13,0,9.230769,2.30769229,0,2.88461542,45,44,46,43,1197.02075,1197.02075,1197.02075,1197.02075,133.002319
09/25/2015 22:23:18,0,1.53846157,0,0,0.3846154,46,43,46,43,1197.02124,1197.02124,1197.02124,1197.02124,133.00235
09/25/2015 22:23:23,3.84615374,9.230769,6.923077,6.923077,6.730769,45,44,47,44,1197.02075,1197.02075,1197.02075,1197.02075,133.0023
09/25/2015 22:23:28,0,0.7692308,0,0,0.1923077,43,43,45,43,1197.02075,1197.02075,1197.02075,1197.02075,133.0023
09/25/2015 22:23:33,0,6.923077,0.7692308,0,1.92307687,45,44,46,43,1197.021,1197.021,1197.021,1197.021,133.002335
09/25/2015 22:23:38,8.461538,7.69230747,18.4615383,33.8461533,17.1153851,48,49,48,57,2926.05029,2926.05029,2926.05029,2926.05029,133.002289
09/25/2015 22:23:43,0.7692308,0.7692308,0.7692308,0,0.5769231,45,44,47,43,1197.02124,1197.02124,1197.02124,1197.02124,133.002365
09/25/2015 22:23:48,0,0,0,0,0,46,42,45,43,1197.02148,1197.02148,1197.02148,1197.02148,133.0024
09/25/2015 22:23:53,6.923077,7.69230747,3.07692313,4.61538458,5.576923,44,44,46,43,1197.02051,1197.02051,1197.02051,1197.02051,133.002289
09/25/2015 22:23:58,0,3.84615374,2.30769229,0.7692308,1.73076928,45,44,46,44,1197.02136,1197.02136,2660.04736,2660.04736,133.00238
09/25/2015 22:24:03,0,0.75757575,0.7692308,2.30769229,0.9586247,45,43,47,45,1197.02185,1197.02185,1197.02185,1197.02185,133.002426
09/25/2015 22:24:08,3.08894229,3.07692313,3.07692313,3.07692313,3.079928,46,45,46,45,1197.02051,1197.02051,1197.02051,1197.02051,133.002274
09/25/2015 22:24:13,3.07692313,2.30769229,3.84615374,6.923077,4.03846169,50,47,49,48,2926.05225,2926.05225,2926.05225,2926.05225,133.00238
09/25/2015 22:24:18,0,2.30769229,0,0.7692308,0.7692308,44,43,45,44,1197.02075,1197.02075,1197.02075,1197.02075,133.0023
09/25/2015 22:24:24,0,0.7692308,1.53846157,1.53846157,0.961538434,45,44,46,44,1862.0321,1197.02063,1197.02063,1197.02063,133.002289
09/25/2015 22:24:29,3.84615374,4.61538458,5.38461542,10,5.96153831,46,45,49,44,1197.02112,1197.02112,1197.02112,1197.02112,133.00235
09/25/2015 22:24:34,0.7692308,0,0.7692308,0.7692308,0.5769231,45,44,46,43,1197.02075,1197.02075,1197.02075,1197.02075,133.0023
09/25/2015 22:24:39,4.61538458,7.69230747,4.61538458,8.498759,6.355459,49,50,48,50,1197.02124,1197.02124,2926.05176,2926.05176,133.00235
09/25/2015 22:24:44,11.5384617,12.3076925,16.9230766,10,12.6923075,50,47,52,46,2926.052,2926.052,1197.02136,2926.052,133.002365
09/25/2015 22:24:49,2.30769229,4.61538458,6.923077,10.7692308,6.15384626,46,45,47,44,1197.02075,1197.02075,1197.02075,1197.02075,133.0023
09/25/2015 22:24:54,1.53846157,1.53846157,0.7692308,3.07692313,1.73076928,45,44,48,45,1197.02112,1197.02112,1197.02112,1197.02112,133.00235
09/25/2015 22:24:59,11.5384617,6.923077,6.15384626,13.870574,9.62149,46,46,47,47,1330.02344,1330.02344,1330.02344,1197.02112,133.002335
09/25/2015 22:25:04,0,0,0.7692308,3.07692313,0.961538434,44,44,46,43,1197.02124,1197.02124,1197.02124,1197.02124,133.002365
09/25/2015 22:25:09,0.7692308,0.7692308,1.53846157,1.53846157,1.15384614,45,44,46,44,1197.02087,1197.02087,1197.02087,1197.02087,133.002319
09/25/2015 22:25:14,5.38461542,6.923077,4.61538458,9.230769,6.53846169,45,44,47,43,1197.02063,1197.02063,1197.02063,1197.02063,133.002289
09/25/2015 22:25:19,0,5.38461542,0,3.07692313,2.11538458,45,44,46,45,1197.02124,1197.02124,1197.02124,1197.02124,133.002365
09/25/2015 22:25:24,0,3.84615374,0,0.7692308,1.15384614,45,43,47,44,1197.021,1197.021,1197.021,1197.021,133.002335
09/25/2015 22:25:29,1.53846157,5.38461542,5.38461542,5.38461542,4.423077,45,44,46,43,1197.021,1197.021,1197.021,1197.021,133.002335
09/25/2015 22:25:35,3.84615374,1.53846157,2.30769229,3.84615374,2.88461542,48,48,50,48,2793.04883,2793.04883,2793.04883,2793.04883,133.002319
09/25/2015 22:25:40,0,0.7692308,0,0.7692308,0.3846154,46,44,46,44,1197.021,1197.021,1197.021,1197.021,133.002335
09/25/2015 22:25:45,1.53846157,3.07692313,0.7692308,2.30769229,1.92307687,45,44,46,44,1197.02051,1197.02051,2926.05029,1197.02051,133.002289
09/25/2015 22:25:50,6.923077,6.923077,5.38461542,6.923077,6.53846169,49,49,49,48,2926.052,2926.052,1197.02124,1197.02124,133.002365
09/25/2015 22:25:55,24.6153851,0,16.1538467,9.230769,12.5,49,47,51,56,2926.05225,2926.05225,2926.05225,2926.05225,133.00238
09/25/2015 22:26:00,0.7692308,0,0,0.7692308,0.3846154,45,45,48,46,1197.02124,1197.02124,1197.02124,1197.02124,133.002365
09/25/2015 22:26:05,17.6923084,14.6153851,7.69230747,10,12.5,50,49,50,56,2926.05078,2926.05078,2926.05078,2926.05078,133.002319
09/25/2015 22:26:10,8.461538,13.0769234,10,25.3846149,14.2307692,51,53,54,53,2926.05151,2926.05151,2926.05151,2926.05151,133.00235
09/25/2015 22:26:15,7.69230747,23.8461533,6.15384626,23.0769234,15.1923075,51,60,51,52,2926.05151,2926.05151,2926.05151,2926.05151,133.00235
09/25/2015 22:26:20,16.5158367,30,9.230769,16.9230766,18.1674213,53,53,56,57,2926.05054,2926.05054,2926.05054,2926.05054,133.0023
09/25/2015 22:26:25,20,8.461538,3.84615374,26.1538467,14.6153851,57,54,51,52,2926.05176,2926.05176,2926.05176,2926.05176,133.00235
09/25/2015 22:26:30,0,0,0,0.7692308,0.1923077,47,45,51,46,1197.02124,1197.02124,1197.02124,1197.02124,133.002365
09/25/2015 22:26:35,7.69230747,4.61538458,4.61538458,4.61538458,5.38461542,47,47,49,46,1197.02124,1197.02124,1197.02124,1197.02124,133.00235
09/25/2015 22:26:40,0,0,0.7692308,1.53846157,0.5769231,47,45,47,44,1197.02112,1197.02112,1197.02112,1197.02112,133.00235
09/25/2015 22:26:45,0,0,0,0.7692308,0.1923077,46,44,48,44,1197.02112,1197.02112,1197.02112,1197.02112,133.00235
09/25/2015 22:26:51,2.30769229,3.84615374,7.69230747,8.461538,5.576923,45,45,48,44,1197.02087,1197.02087,1197.02087,1197.02087,133.002319
09/25/2015 22:26:56,0,0,1.53846157,0.7692308,0.5769231,46,45,47,45,1197.021,1197.021,1197.021,1197.021,133.002335
09/25/2015 22:27:01,0,0,0.7692308,0.7692308,0.3846154,46,45,47,45,1197.021,1197.021,1197.021,1197.021,133.002335
09/25/2015 22:27:06,3.84615374,5.38461542,28.4615383,8.461538,11.5384617,46,45,47,46,1197.02136,1197.02136,1197.02136,1197.02136,133.002365
09/25/2015 22:27:11,1.53846157,3.84615374,6.923077,3.07692313,3.84615374,49,49,51,48,2660.047,2660.047,2660.047,2660.047,133.00235
09/25/2015 22:27:16,4.61538458,5.38461542,22.3076916,23.8461533,14.0384617,52,50,60,50,2926.052,2926.052,2926.052,2926.052,133.002365
09/25/2015 22:27:21,0.7692308,1.53846157,2.30769229,0.7692308,1.34615386,47,45,48,44,1197.02063,1197.02063,1197.02063,1197.02063,133.002289
09/25/2015 22:27:26,9.230769,7.69230747,3.07692313,5.38461542,6.34615374,50,49,50,48,1197.021,1197.021,1197.021,2926.05127,133.002335
09/25/2015 22:27:31,0.7692308,3.84615374,0,1.53846157,1.53846157,46,50,48,45,1197.02124,2926.052,1197.02124,1197.02124,133.002365
09/25/2015 22:27:36,2.30769229,2.30769229,5.38461542,1.53846157,2.88461542,46,45,48,45,1197.02124,1197.02124,1197.02124,1197.02124,133.002365
09/25/2015 22:27:41,18.4615383,19.95338,29.23077,45.3846169,28.257576,53,54,63,65,2926.05176,2926.05176,2926.05176,2926.05176,133.00235
09/25/2015 22:27:46,18.4615383,15.3846149,17.6923084,11.5384617,15.7692308,53,52,54,55,2926.051,2926.051,2926.051,2926.051,133.002319
09/25/2015 22:27:51,3.84615374,2.30769229,26.9230766,19.23077,13.0769234,54,52,61,52,2926.05249,2926.05249,2926.05249,2926.05249,133.00238
09/25/2015 22:27:56,10.7692308,8.461538,14.6153851,37.6923065,17.8846149,53,55,53,64,2926.051,2926.051,2926.051,2926.051,133.002319
09/25/2015 22:28:02,0.7692308,3.84615374,20.76923,28.4615383,13.4615383,54,53,56,60,2926.051,2926.051,2926.051,2926.051,133.002319
09/25/2015 22:28:07,3.030303,2.27272725,37.878788,10.606061,13.44697,53,54,55,53,1197.02087,1197.02087,1197.02087,1197.02087,133.002319
09/25/2015 22:28:12,3.84615374,6.15384626,5.38461542,6.15384626,5.38461542,49,49,52,48,1197.02136,1197.02136,1197.02136,1197.02136,133.002365
09/25/2015 22:28:17,0,0,0.7692308,0.7692308,0.3846154,47,48,50,47,1197.02124,1197.02124,1197.02124,1197.02124,133.002365
09/25/2015 22:28:22,0,0,0,0.7692308,0.1923077,49,47,49,48,1197.02161,1197.02161,1197.02161,1197.02161,133.0024
09/25/2015 22:28:27,9.230769,4.6875,5.38461542,3.84615374,5.78725958,48,47,49,48,1197.02063,1197.02063,1197.02063,1197.02063,133.002289
09/25/2015 22:28:32,0,0.7692308,2.30769229,1.53846157,1.15384614,49,48,51,48,1197.02112,2128.0376,2128.0376,2926.05176,133.00235
09/25/2015 22:28:37,0,1.53846157,0,1.53846157,0.7692308,48,47,50,47,1197.02087,1197.02087,1197.02087,1197.02087,133.002319
09/25/2015 22:28:42,3.07692313,1.53846157,3.84615374,4.61538458,3.26923084,49,48,50,47,1197.02051,1197.02051,1197.02051,1197.02051,133.002274
09/25/2015 22:28:47,4.61538458,3.07692313,3.07692313,5.38461542,4.03846169,53,51,52,52,2926.05273,2926.05273,2926.05273,2926.05273,133.0024
09/25/2015 22:28:52,0,3.07692313,0.7692308,0.7692308,1.15384614,47,47,49,45,1197.021,1197.021,1197.021,1197.021,133.002335
09/25/2015 22:28:57,0,3.84615374,1.53846157,0.7692308,1.53846157,48,45,48,47,1197.02087,1197.02087,1197.02087,1197.02087,133.002319
09/25/2015 22:29:02,3.84615374,6.923077,6.923077,5.38461542,5.769231,51,48,51,48,1197.02136,1197.02136,1197.02136,1197.02136,133.002365
09/25/2015 22:29:07,0,0,0,0.7692308,0.1923077,48,45,49,47,1197.02148,1197.02148,1197.02148,1197.02148,133.0024
09/25/2015 22:29:13,0,0.7692308,0,0.7692308,0.3846154,46,46,49,46,1197.02148,1197.02148,1197.02148,1197.02148,133.0024
09/25/2015 22:29:18,6.15384626,6.923077,7.69230747,6.15384626,6.730769,49,46,49,46,1197.02051,1197.02051,1197.02051,1197.02051,133.002274
09/25/2015 22:29:23,0.7692308,0.7692308,0.7692308,1.53846157,0.961538434,47,47,47,46,1197.02136,1197.02136,1197.02136,1197.02136,133.00238
09/25/2015 22:29:28,0.7692308,0,2.30769229,0.7692308,0.961538434,48,47,48,46,1197.02124,1197.02124,1197.02124,1197.02124,133.002365
09/25/2015 22:29:33,3.84615374,5.38461542,3.84615374,6.923077,5,48,46,49,47,1197.021,1197.021,1197.021,1197.021,133.002319
09/25/2015 22:29:38,0,0,0,0.7692308,0.1923077,47,46,48,45,1197.02075,1197.02075,1197.02075,1197.02075,133.002319
09/25/2015 22:29:43,0.7692308,2.30769229,0,2.30769229,1.34615386,47,46,48,45,1197.021,1197.021,1197.021,1197.021,133.002335
09/25/2015 22:29:48,5.38461542,7.69230747,3.84615374,5.38461542,5.576923,47,46,47,46,1197.02112,1197.02112,1197.02112,1197.02112,133.00235
09/25/2015 22:29:53,0.7692308,1.53846157,0,0.7692308,0.7692308,47,45,47,46,1197.02136,1197.02136,1197.02136,1197.02136,133.00238
09/25/2015 22:29:58,0.7692308,11.5384617,2.30769229,3.84615374,4.61538458,48,47,48,49,1197.02185,2660.04858,1197.02185,1197.02185,133.002441
09/25/2015 22:30:03,11.4466133,10,6.25,6.15384626,8.462615,48,46,49,49,1197.02039,1197.02039,1197.02039,1197.02039,133.002258
09/25/2015 22:30:08,0,0,0,1.53846157,0.3846154,48,46,49,46,1197.02209,1197.02209,1197.02209,2527.04663,133.002457
09/25/2015 22:30:13,0,0,0.7692308,0.7692308,0.3846154,47,45,48,46,1197.02112,1197.02112,1197.02112,1197.02112,133.00235
09/25/2015 22:30:18,15.3846149,3.07692313,21.5384617,26.9230766,16.73077,51,52,52,63,2926.05127,2926.05127,2926.05127,2926.05127,133.002335
09/25/2015 22:30:24,36.1538467,4.61538458,16.9230766,10.7692308,17.1153851,58,56,57,62,2926.05078,2926.05078,2926.05078,2926.05078,133.0023
09/25/2015 22:30:29,0,0,0.7692308,0.7692308,0.3846154,47,48,50,47,1197.02112,1197.02112,1197.02112,1197.02112,133.00235
09/25/2015 22:30:34,4.65260553,6.923077,19.23077,27.6923084,14.62469,53,52,60,52,2926.05151,2926.05151,2926.05151,2926.05151,133.00235
09/25/2015 22:30:39,10.7692308,14.6153851,36.9230766,17.6923084,20,54,54,55,62,2926.051,2926.051,2926.051,2926.051,133.002319
09/25/2015 22:30:44,18.4615383,1.53846157,26.1538467,10.7692308,14.2307692,63,53,55,53,2926.05225,1197.02136,2926.05225,2926.05225,133.00238
09/25/2015 22:30:49,0,0,0.7692308,0.7692308,0.3846154,49,48,51,48,1197.02173,1197.02173,1197.02173,1197.02173,133.002411
09/25/2015 22:30:54,13.0769234,15.3846149,20,26.9230766,18.8461533,54,53,61,54,2926.05151,2926.05151,2926.05151,2926.05151,133.00235
09/25/2015 22:30:59,3.07692313,0,0,3.07692313,1.53846157,50,48,50,48,1197.02136,1197.02136,1197.02136,1197.02136,133.00238
09/25/2015 22:31:04,3.84615374,1.53846157,0.7692308,0.7692308,1.73076928,49,48,50,48,1197.021,1197.021,1197.021,1197.021,133.002335
09/25/2015 22:31:09,7.69230747,9.230769,8.461538,43.8461533,17.3076916,53,55,53,64,2926.05176,2926.05176,2926.05176,2926.05176,133.00235
09/25/2015 22:31:14,0,0,0,0.7692308,0.1923077,51,50,52,49,1197.02112,1197.02112,1197.02112,1197.02112,133.00235
09/25/2015 22:31:19,6.923077,6.923077,23.0769234,20.76923,14.4230766,54,54,54,63,2926.05127,2926.05127,2926.05127,2926.05127,133.002335
09/25/2015 22:31:24,19.5866814,13.8461542,25.3846149,16.1538467,18.7428246,55,58,58,62,2926.05127,2926.05127,2926.05127,2926.05127,133.002319
09/25/2015 22:31:29,6.923077,1.53846157,3.07692313,8.461538,5,55,52,55,54,2926.05322,2926.05322,2926.05322,2926.05322,133.002411
09/25/2015 22:31:34,0.7692308,0,0,1.53846157,0.5769231,49,49,51,49,1197.02112,1197.02112,1197.02112,1197.02112,133.002335
09/25/2015 22:31:40,7.69230747,3.84615374,7.69230747,3.84615374,5.769231,50,49,51,49,1197.021,1197.021,1197.021,1197.021,133.002335
09/25/2015 22:31:45,0.7692308,0.7692308,5.38461542,2.30769229,2.30769229,49,49,51,49,1197.02112,1995.03528,1995.03528,2926.05176,133.00235
09/25/2015 22:31:50,1.53846157,4.61538458,1.53846157,43.8461533,12.8846149,54,56,54,66,2926.05078,2926.05078,2926.05078,2926.05078,133.0023
09/25/2015 22:31:55,1.53846157,4.61538458,3.84615374,4.61538458,3.65384626,51,51,52,50,1197.02075,1197.02075,1197.02075,1197.02075,133.0023
09/25/2015 22:32:00,3.07692313,37.469635,9.230769,19.23077,17.2520237,59,63,58,61,2926.051,2926.051,2926.051,2926.051,133.002319
09/25/2015 22:32:05,3.84615374,0,2.30769229,0.7692308,1.73076928,50,50,52,49,1197.02161,1197.02161,1197.02161,1197.02161,133.002411
09/25/2015 22:32:10,0,0,0.7692308,2.30769229,0.7692308,49,50,51,50,1197.02039,1197.02039,1197.02039,1197.02039,133.002258
09/25/2015 22:32:15,3.84615374,6.15384626,6.923077,6.923077,5.96153831,53,51,53,51,1197.02124,1197.02124,1197.02124,1197.02124,133.002365
09/25/2015 22:32:20,0.7692308,0,1.53846157,0.7692308,0.7692308,50,49,51,49,1197.02136,1197.02136,1197.02136,1197.02136,133.00238
09/25/2015 22:32:25,2.30769229,1.53846157,19.23077,33.0769234,14.0384617,54,56,54,65,2926.05127,2926.05127,2926.05127,2926.05127,133.002335
09/25/2015 22:32:30,13.0769234,11.5384617,6.15384626,13.0769234,10.9615383,52,53,54,53,1197.021,1197.021,1197.021,1197.021,133.002335
09/25/2015 22:32:35,2.30769229,9.230769,7.69230747,37.6923065,14.2307692,55,58,55,67,2926.05151,2926.05151,2926.05151,2926.05151,133.00235
09/25/2015 22:32:40,0,4.61538458,33.0769234,16.9230766,13.6538458,59,56,65,56,2926.05151,2926.05151,2926.05151,2926.05151,133.00235
09/25/2015 22:32:45,9.230769,13.8461542,20,20,15.7692308,57,57,57,59,2926.05249,2926.05249,2926.05249,2926.05249,133.00238
09/25/2015 22:32:51,3.07692313,5.38461542,3.84615374,35.3846169,11.9230766,56,56,56,57,2128.03687,1197.02075,1197.02075,1197.02075,133.0023
09/25/2015 22:32:56,0.7692308,0,0.7692308,0.7692308,0.5769231,52,51,51,51,1197.02148,1197.02148,1197.02148,1197.02148,133.00238
09/25/2015 22:33:01,11.5384617,10.7692308,14.6153851,12.3076925,12.3076925,55,56,56,56,2926.05322,2926.05322,2926.05322,2926.05322,133.002426
09/25/2015 22:33:06,3.84615374,0,0.7692308,1.53846157,1.53846157,52,51,53,50,1197.021,1197.021,1197.021,1197.021,133.002335
09/25/2015 22:33:11,0.7692308,0,0.7692308,0.7692308,0.5769231,51,51,53,50,1197.021,1197.021,1197.021,1197.021,133.002335
09/25/2015 22:33:16,4.61538458,3.07692313,7.69230747,4.61538458,5,51,50,53,49,1197.02063,1197.02063,1197.02063,1197.02063,133.002289
09/25/2015 22:33:21,1.53846157,0.7692308,0.7692308,1.53846157,1.15384614,50,51,53,50,1197.02075,2261.039,2261.039,2261.039,133.0023
09/25/2015 22:33:26,0,0,0.7692308,1.53846157,0.5769231,50,48,53,50,1197.02087,1197.02087,1197.02087,1197.02087,133.002319
09/25/2015 22:33:31,3.07692313,4.61538458,0.78125,3.84615374,3.079928,51,49,52,49,1197.02075,1197.02075,1197.02075,1197.02075,133.0023
09/25/2015 22:33:36,18.4265728,13.8461542,16.1538467,21.5384617,17.4912586,59,58,56,57,2926.05151,2926.05151,2926.05151,2926.05151,133.002335
09/25/2015 22:33:41,0.7692308,0.7692308,0.7692308,0.7692308,0.7692308,50,51,51,49,1197.02124,1197.02124,1197.02124,1197.02124,133.002365
09/25/2015 22:33:46,9.230769,16.1538467,6.923077,8.461538,10.1923075,54,56,55,58,2926.05151,2926.05151,2926.05151,2926.05151,133.00235
09/25/2015 22:33:51,7.69230747,3.84615374,7.69230747,8.461538,6.923077,51,52,52,51,1197.021,1197.021,1197.021,1197.021,133.002319
09/25/2015 22:33:56,0,0,1.53846157,0.7692308,0.5769231,51,50,52,50,1197.02148,1197.02148,1197.02148,1197.02148,133.00238
09/25/2015 22:34:02,1.53846157,5.46875,0,3.07692313,2.52103376,51,50,52,49,1197.02124,1197.02124,1197.02124,1197.02124,133.00235
09/25/2015 22:34:07,7.69230747,5.38461542,5.38461542,6.15384626,6.15384626,52,50,52,48,1197.02063,1197.02063,1197.02063,1197.02063,133.002289
09/25/2015 22:34:12,0,0,0,0.7692308,0.1923077,51,50,51,49,1197.022,1197.022,1197.022,1197.022,133.002441
09/25/2015 22:34:17,0,0,1.53846157,0.7692308,0.5769231,48,50,51,50,1197.02124,1197.02124,1197.02124,1197.02124,133.00235
09/25/2015 22:34:22,12.2494173,10.7692308,11.5384617,10.7692308,11.3315849,52,51,52,50,1197.02161,1197.02161,1197.02161,1197.02161,133.0024
09/25/2015 22:34:27,0,0,1.5625,0.7692308,0.5829327,50,49,51,47,1197.021,1197.021,1197.021,1197.021,133.002335
09/25/2015 22:34:32,0,0,0.7692308,0.7692308,0.3846154,51,48,51,48,1197.021,1197.021,1197.021,1197.021,133.002335
09/25/2015 22:34:37,3.07692313,6.15384626,5.38461542,4.61538458,4.80769253,48,48,50,49,1196.97253,1196.97253,1196.97253,1196.97253,132.996948
09/25/2015 22:34:42,0,0,0,0.7692308,0.1923077,49,47,52,47,1197.02124,1197.02124,1197.02124,1197.02124,133.00235
09/25/2015 22:34:47,0,0,0.7692308,0.7692308,0.3846154,50,49,51,49,1197.02124,1197.02124,1197.02124,1197.02124,133.002365
09/25/2015 22:34:52,5.38461542,3.84615374,4.61538458,5.38461542,4.80769253,50,49,51,49,1197.02087,1197.02087,1197.02087,1197.02087,133.002319
09/25/2015 22:34:57,1.53846157,3.85817313,1.53846157,2.30769229,2.310697,53,52,53,52,2926.05176,2926.05176,2926.05176,2926.05176,133.00235
09/25/2015 22:35:02,0.7692308,0,0.7692308,1.53846157,0.7692308,48,48,49,48,1197.02161,1197.02161,1197.02161,1197.02161,133.0024
09/25/2015 22:35:07,0.7692308,1.53846157,1.53846157,3.07692313,1.73076928,50,48,50,48,1197.021,1197.021,1197.021,1197.021,133.002335
09/25/2015 22:35:12,6.15384626,3.84615374,6.15384626,4.61538458,5.19230747,54,52,55,53,2926.05127,1197.021,2926.05127,1197.021,133.002335
09/25/2015 22:35:18,0,0,0.7692308,1.53846157,0.5769231,48,48,50,48,1197.02075,1197.02075,1197.02075,1197.02075,133.0023
09/25/2015 22:35:23,0,0,0,0.7692308,0.1923077,49,46,50,49,1197.02124,1197.02124,1197.02124,1197.02124,133.00235
09/25/2015 22:35:28,6.15384626,6.923077,4.61538458,6.923077,6.15384626,49,49,51,49,1197.02112,1197.02112,1197.02112,1197.02112,133.00235
09/25/2015 22:35:33,0,0,0.7692308,1.53846157,0.5769231,48,47,50,47,1197.02075,1197.02075,1197.02075,1197.02075,133.0023
09/25/2015 22:35:38,2.30769229,0,0.74626863,0.7692308,0.9557979,48,46,50,47,1197.02075,1197.02075,1197.02075,1197.02075,133.0023
09/25/2015 22:35:43,6.923077,6.923077,4.61538458,5.38461542,5.96153831,48,48,51,49,1197.02148,1197.02148,1197.02148,1197.02148,133.00238
09/25/2015 22:35:48,1.53846157,0,0.7692308,0.7692308,0.7692308,48,48,49,47,1197.02112,1197.02112,1197.02112,1197.02112,133.002335
09/25/2015 22:35:53,0,0,0,0.7692308,0.1923077,47,47,49,47,1197.02136,1197.02136,1197.02136,1197.02136,133.002365
