,/intelcpu/0/load/1,/intelcpu/0/load/2,/intelcpu/0/load/3,/intelcpu/0/load/4,/intelcpu/0/load/0,/intelcpu/0/temperature/0,/intelcpu/0/temperature/1,/intelcpu/0/temperature/2,/intelcpu/0/temperature/3,/intelcpu/0/clock/1,/intelcpu/0/clock/2,/intelcpu/0/clock/3,/intelcpu/0/clock/4,/intelcpu/0/clock/0
Time,"CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Total","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","Bus Speed"
09/25/2015 22:04:27,1.53846157,2.30769229,0.7692308,0.7692308,1.34615386,46,45,47,45,2394.042,2394.042,2926.05127,2926.05127,133.002335
09/25/2015 22:04:32,0,2.30769229,0.7692308,0,0.7692308,45,44,46,44,1197.02173,1197.02173,1197.02173,1197.02173,133.002411
09/25/2015 22:04:37,2.30769229,3.84615374,2.30769229,1.53846157,2.5,45,45,47,44,1197.02087,1197.02087,1197.02087,1197.02087,133.002319
09/25/2015 22:04:42,5.38461542,3.84615374,4.61538458,3.07692313,4.230769,50,51,51,49,2926.05225,2926.05225,2926.05225,2926.05225,133.00238
09/25/2015 22:04:47,0,4.61538458,0,0,1.15384614,46,44,46,43,1197.02112,1197.02112,1197.02112,1197.02112,133.002335
09/25/2015 22:04:52,0,2.30769229,0,0,0.5769231,46,45,48,45,1197.02051,1197.02051,1197.02051,1197.02051,133.002274
09/25/2015 22:04:57,7.69230747,6.15384626,4.61538458,3.07692313,5.38461542,46,46,48,45,1197.02063,1197.02063,2926.05054,2926.05054,133.002289
09/25/2015 22:05:02,0,0,0,0,0,44,45,47,43,1197.021,1197.021,1197.021,1197.021,133.002335
09/25/2015 22:05:08,0,0,0,0,0,45,45,46,45,1197.02136,1197.02136,1197.02136,1197.02136,133.002365
09/25/2015 22:05:13,6.15384626,3.07692313,5.38461542,6.15384626,5.19230747,46,45,47,45,1197.02087,1197.02087,1197.02087,1197.02087,133.002319
09/25/2015 22:05:18,0,0,0,0.7692308,0.1923077,44,44,45,44,1197.02148,1197.02148,1197.02148,1197.02148,133.00238
09/25/2015 22:05:23,0.7692308,0,0,0,0.1923077,45,44,46,44,1197.02075,1197.02075,1197.02075,1197.02075,133.0023
09/25/2015 22:05:28,1.53846157,8.461538,6.923077,7.69230747,6.15384626,45,46,46,44,1197.02112,1197.02112,1197.02112,1197.02112,133.00235
09/25/2015 22:05:33,0.7692308,1.5625,0,2.30769229,1.15985572,45,45,45,44,1197.021,1197.021,1197.021,1197.021,133.002335
09/25/2015 22:05:38,0,3.030303,0,0,0.75757575,44,45,46,44,1197.02087,1197.02087,1197.02087,1197.02087,133.002319
09/25/2015 22:05:43,6.15384626,13.8461542,5.38461542,8.461538,8.461538,45,45,46,45,1197.02148,1197.02148,1197.02148,1197.02148,133.0024
09/25/2015 22:05:48,0,3.07692313,0,0,0.7692308,45,45,45,43,1197.02112,1197.02112,1197.02112,1197.02112,133.002335
09/25/2015 22:05:53,0,2.30769229,0,0,0.5769231,45,44,46,44,1197.02087,1197.02087,1197.02087,1197.02087,133.002319
09/25/2015 22:05:58,7.69230747,6.15384626,24.6153851,31.5384617,17.5,51,49,60,48,2926.051,2926.051,2926.051,2926.051,133.002319
09/25/2015 22:06:03,0.7692308,0,0.7692308,0.7692308,0.5769231,47,46,48,46,1197.02075,1197.02075,2394.0415,2394.0415,133.0023
09/25/2015 22:06:08,0,0,1.53846157,0,0.3846154,45,45,46,43,1197.02136,1197.02136,1197.02136,1197.02136,133.00238
09/25/2015 22:06:13,3.84615374,5.38461542,2.30769229,2.30769229,3.46153855,46,44,46,44,1197.02087,1197.02087,1197.02087,1197.02087,133.002319
09/25/2015 22:06:19,3.84615374,6.923077,2.30769229,3.84615374,4.230769,47,49,50,49,2926.05347,2926.05347,2926.05347,2926.05347,133.002426
09/25/2015 22:06:24,0.7692308,3.07692313,0,0,0.961538434,45,44,46,44,1197.02063,1197.02063,1197.02063,1197.02063,133.002289
09/25/2015 22:06:29,11.5384617,2.30769229,27.6923084,10,12.8846149,48,50,50,57,2926.051,2926.051,2926.051,2926.051,133.002319
09/25/2015 22:06:34,8.963211,20,11.5384617,25.3846149,16.471571,48,49,50,49,1197.02063,1197.02063,2128.03662,2128.03662,133.002289
09/25/2015 22:06:39,1.53846157,1.53846157,3.07692313,10.7692308,4.230769,46,46,47,45,1197.02112,1197.02112,1197.02112,1197.02112,133.00235
09/25/2015 22:06:44,5.38461542,0,6.923077,2.30769229,3.65384626,46,46,48,45,1197.02039,1197.02039,1197.02039,1197.02039,133.002274
09/25/2015 22:06:49,7.69230747,6.923077,9.230769,10.7692308,8.653846,46,46,47,46,1197.02124,1197.02124,1197.02124,1197.02124,133.002365
09/25/2015 22:06:54,3.07692313,0.7692308,7.69230747,5.38461542,4.230769,46,45,48,45,1197.02087,1197.02087,1197.02087,1197.02087,133.002319
09/25/2015 22:06:59,1.53846157,0,3.84615374,10.7692308,4.03846169,46,45,48,45,1197.021,1197.021,1197.021,1197.021,133.002335
09/25/2015 22:07:04,8.461538,3.84615374,10,14.6153851,9.230769,46,46,48,45,1197.02087,1197.02087,1197.02087,1197.02087,133.002319
09/25/2015 22:07:09,0,0,10.7692308,4.61538458,3.84615374,46,45,48,45,1197.02124,1197.02124,1197.02124,1197.02124,133.002365
09/25/2015 22:07:14,0,1.53846157,6.15384626,11.5384617,4.80769253,47,46,47,45,1197.02075,1197.02075,1197.02075,1197.02075,133.0023
09/25/2015 22:07:19,6.923077,6.15384626,15.3846149,6.923077,8.846154,46,44,46,45,1197.02087,1197.02087,1197.02087,1197.02087,133.002319
09/25/2015 22:07:24,3.84615374,0,0,10.7692308,3.65384626,47,45,46,45,1197.02136,1197.02136,1197.02136,1197.02136,133.002365
09/25/2015 22:07:30,5.38461542,0,2.34375,7.69230747,3.85516834,46,45,47,44,1197.02148,1197.02148,1197.02148,1197.02148,133.00238
09/25/2015 22:07:35,7.69230747,6.15384626,9.230769,12.3076925,8.846154,46,45,47,46,1197.02124,1197.02124,1197.02124,1197.02124,133.00235
09/25/2015 22:07:40,2.30769229,0,6.15384626,4.61538458,3.26923084,46,45,48,45,1197.02124,1197.02124,2660.04736,2660.04736,133.002365
09/25/2015 22:07:45,1.53846157,0,4.61538458,10,4.03846169,47,45,48,45,1197.021,1197.021,1197.021,1197.021,133.002335
09/25/2015 22:07:50,9.230769,4.61538458,6.15384626,3.84615374,5.96153831,46,45,46,45,1197.02039,1197.02039,1197.02039,1197.02039,133.002274
09/25/2015 22:07:55,2.30769229,3.07692313,3.84615374,4.61538458,3.46153855,51,52,51,49,2926.05322,2926.05322,2926.05322,2926.05322,133.002411
09/25/2015 22:08:00,0.7692308,0,0,0,0.1923077,46,45,47,45,1197.02136,1197.02136,1197.02136,1197.02136,133.00238
09/25/2015 22:08:05,0,6.15384626,0.7692308,0,1.73076928,47,45,47,45,1197.02075,1197.02075,1197.02075,1197.02075,133.002319
09/25/2015 22:08:10,8.461538,6.923077,2.30769229,5.38461542,5.769231,48,46,48,47,1197.02087,1330.02332,1330.02332,1330.02332,133.002319
09/25/2015 22:08:15,0,1.53846157,2.30769229,0,0.961538434,45,45,46,45,1197.021,1197.021,1197.021,1197.021,133.002335
09/25/2015 22:08:20,0.7692308,0,7.69230747,6.923077,3.84615374,45,45,47,45,1197.02124,1197.02124,1197.02124,1197.02124,133.002365
09/25/2015 22:08:25,6.15384626,3.07692313,9.230769,16.9230766,8.846154,45,46,47,46,1197.02063,1197.02063,1197.02063,1197.02063,133.002289
09/25/2015 22:08:30,0,0.75757575,2.30769229,13.0769234,4.03554773,45,44,47,45,1197.02124,1197.02124,1197.02124,1197.02124,133.00235
09/25/2015 22:08:35,0,0,7.69230747,8.461538,4.03846169,47,45,47,46,1197.021,1197.021,1197.021,1197.021,133.002335
09/25/2015 22:08:40,13.0769234,4.61538458,11.5384617,5.38461542,8.653846,47,45,49,45,1197.021,1463.02576,1463.02576,1463.02576,133.002335
09/25/2015 22:08:46,0,3.07692313,10.7692308,0,3.46153855,46,44,48,46,1197.02136,1197.02136,1197.02136,1197.02136,133.00238
09/25/2015 22:08:51,0.7692308,0.7692308,3.84615374,11.5384617,4.230769,45,45,48,45,1197.02075,1197.02075,1197.02075,1197.02075,133.0023
09/25/2015 22:08:56,6.923077,6.15384626,4.61538458,18.4615383,9.038462,46,45,47,46,1197.02075,1197.02075,1197.02075,1197.02075,133.0023
09/25/2015 22:09:01,5.38461542,0,7.69230747,1.53846157,3.65384626,47,45,47,45,1197.02136,1197.02136,1197.02136,1197.02136,133.002365
09/25/2015 22:09:06,0,1.53846157,0,0,0.3846154,44,44,46,45,1197.02173,1197.02173,1197.02173,1197.02173,133.002411
09/25/2015 22:09:11,4.61538458,12.878788,6.15384626,3.84615374,6.87354326,48,47,56,46,2926.052,2926.052,2926.052,2926.052,133.002365
09/25/2015 22:09:16,6.923077,0.7692308,14.6153851,28.4615383,12.6923075,49,52,50,64,2926.052,2926.052,2926.052,2926.052,133.002365
09/25/2015 22:09:21,4.61538458,9.230769,13.0769234,17.6923084,11.1538458,50,49,51,56,2926.053,2926.053,2926.053,2926.053,133.002411
09/25/2015 22:09:26,13.0769234,8.461538,22.3076916,17.6923084,15.3846149,50,50,51,49,1197.021,2128.03735,2128.03735,1197.021,133.002335
09/25/2015 22:09:31,3.84615374,6.923077,3.84615374,3.84615374,4.61538458,53,52,54,53,2926.05151,2926.05151,2926.05151,2926.05151,133.002335
09/25/2015 22:09:36,2.30769229,3.84615374,23.0769234,8.461538,9.423077,50,48,51,49,1197.02063,1197.02063,1197.02063,1197.02063,133.002289
09/25/2015 22:09:41,0,3.84615374,0.7692308,0.7692308,1.34615386,46,45,49,46,1197.02075,1197.02075,1197.02075,1197.02075,133.0023
09/25/2015 22:09:46,7.69230747,6.15384626,6.15384626,7.69230747,6.923077,50,51,50,50,1197.02136,2394.04272,2394.04272,1197.02136,133.002365
09/25/2015 22:09:51,0,2.34375,0,1.53846157,0.970552862,47,46,48,45,1197.02063,1197.02063,1197.02063,1197.02063,133.002289
09/25/2015 22:09:57,0,0.7692308,0,1.53846157,0.5769231,47,45,48,45,1197.02148,1197.02148,1197.02148,1197.02148,133.0024
09/25/2015 22:10:02,2.30769229,10,5.38461542,6.15384626,5.96153831,48,46,49,47,1197.02124,1197.02124,1197.02124,1197.02124,133.002365
09/25/2015 22:10:07,7.69230747,4.61538458,26.1538467,16.9230766,13.8461542,51,51,51,65,2926.05127,2926.05127,2926.05127,1197.021,133.002335
09/25/2015 22:10:12,0,0,0,0.7692308,0.1923077,47,48,47,46,1197.02124,1197.02124,1197.02124,1197.02124,133.002365
09/25/2015 22:10:17,12.7327938,10,19.23077,30,17.99089,52,53,52,62,1197.021,1197.021,2926.05127,1197.021,133.002335
09/25/2015 22:10:22,1.53846157,0,23.0769234,26.1538467,12.6923075,53,54,53,63,2926.05127,2926.05127,2926.05127,2926.05127,133.002335
09/25/2015 22:10:27,0,0,0.7692308,0,0.1923077,48,48,50,48,1197.02112,1197.02112,1197.02112,1197.02112,133.00235
09/25/2015 22:10:32,6.923077,8.461538,8.461538,10,8.461538,48,46,50,47,1197.02075,1197.02075,1197.02075,1197.02075,133.0023
09/25/2015 22:10:37,0,1.53846157,0,0.7692308,0.5769231,47,48,48,47,1197.021,1197.021,1197.021,1197.021,133.002335
09/25/2015 22:10:42,0.7692308,0,0.7692308,0,0.3846154,48,46,48,45,1197.02161,1197.02161,1197.02161,1197.02161,133.002411
09/25/2015 22:10:47,9.230769,8.461538,13.0769234,40,17.6923084,52,54,52,65,1197.021,2926.05127,2926.05127,2926.05127,133.002335
09/25/2015 22:10:52,36.9230766,3.84615374,16.1538467,10.7692308,16.9230766,61,52,53,51,2926.05151,2926.05151,2926.05151,2926.05151,133.002335
09/25/2015 22:10:57,5.38461542,1.53846157,12.3076925,33.8461533,13.2692308,54,54,55,62,2926.05151,2926.05151,2926.05151,2926.05151,133.002335
09/25/2015 22:11:02,7.54985762,6.923077,40.76923,8.461538,15.9259262,55,53,58,59,2926.05054,2926.05054,2926.05054,2926.05054,133.0023
09/25/2015 22:11:08,5.38461542,5.38461542,42.3076935,6.15384626,14.8076925,58,58,58,56,2926.05078,2926.05078,2926.05078,2926.05078,133.002319
09/25/2015 22:11:13,0,0,0.7692308,2.30769229,0.7692308,50,49,51,48,1197.02161,1197.02161,1197.02161,1197.02161,133.0024
09/25/2015 22:11:18,0,0.7692308,0,0.7692308,0.3846154,51,47,50,47,1197.02063,1197.02063,1197.02063,1197.02063,133.002289
09/25/2015 22:11:23,6.095571,8.461538,4.61538458,5.38461542,6.13927746,52,53,53,52,1197.02112,2926.05151,1197.02112,1197.02112,133.00235
09/25/2015 22:11:28,0,0,0,0,0,47,48,51,46,1197.02124,1197.02124,1197.02124,1197.02124,133.00235
09/25/2015 22:11:33,0,0,0,0,0,48,48,50,48,1197.02161,1197.02161,1197.02161,1197.02161,133.0024
09/25/2015 22:11:38,3.07692313,19.2427883,6.15384626,3.84615374,8.079927,49,49,52,48,1197.02075,1197.02075,1197.02075,1197.02075,133.002319
09/25/2015 22:11:43,0,3.07692313,0,0,0.7692308,48,47,51,49,1197.02112,1197.02112,1197.02112,1197.02112,133.00235
09/25/2015 22:11:48,0,6.923077,0.7692308,0,1.92307687,49,49,50,48,1197.021,1197.021,1197.021,1197.021,133.002319
09/25/2015 22:11:53,3.07692313,8.59375,3.84615374,4.61538458,5.033053,49,48,50,49,1197.021,1197.021,1197.021,1197.021,133.002335
09/25/2015 22:11:58,0,0.7692308,0,0,0.1923077,49,48,49,47,1197.02087,1197.02087,1197.02087,1197.02087,133.002319
09/25/2015 22:12:03,0,0.7692308,0,0,0.1923077,48,49,49,47,1197.02161,1197.02161,1197.02161,1197.02161,133.002411
09/25/2015 22:12:08,6.15384626,10,7.69230747,4.639805,7.12148952,50,47,50,49,1197.021,1197.021,1197.021,1197.021,133.002335
09/25/2015 22:12:13,5.38461542,0,20.76923,24.6153851,12.6923075,52,53,52,62,2926.05176,2926.05176,2926.05176,2926.05176,133.00235
09/25/2015 22:12:19,7.69230747,16.9230766,17.6923084,4.61538458,11.7307692,52,53,52,52,1197.02051,1197.02051,1197.02051,1197.02051,133.002274
09/25/2015 22:12:24,10.7692308,13.8581734,10,31.5384617,16.5414658,53,53,53,63,2926.05176,2926.05176,2926.05176,2926.05176,133.00235
09/25/2015 22:12:29,0,0,2.30769229,1.53846157,0.961538434,51,49,51,49,1197.02075,1197.02075,1197.02075,1197.02075,133.0023
09/25/2015 22:12:34,0,2.30769229,1.53846157,0,0.961538434,49,49,49,48,1197.021,1197.021,1197.021,1197.021,133.002319
09/25/2015 22:12:39,1.53846157,10,0.7692308,6.923077,4.80769253,49,49,50,48,1197.02087,1197.02087,1197.02087,1197.02087,133.002319
09/25/2015 22:12:44,2.30769229,8.461538,3.84615374,3.07692313,4.423077,53,52,53,50,2926.05151,2926.05151,2926.05151,2926.05151,133.002335
09/25/2015 22:12:49,0,3.90625,0.7692308,1.53846157,1.55348563,48,47,49,48,1197.021,1197.021,1197.021,1197.021,133.002335
09/25/2015 22:12:54,6.15384626,1.53846157,19.23077,26.1538467,13.2692308,53,54,53,63,2926.05029,2926.05029,2926.05029,2926.05029,133.002289
09/25/2015 22:12:59,7.69230747,5.38461542,7.69230747,9.230769,7.5,54,54,55,54,2926.05151,2926.05151,1197.02112,1197.02112,133.002335
09/25/2015 22:13:04,0.7692308,0,15.3846149,33.0769234,12.3076925,54,56,54,65,2926.05127,2926.05127,2926.05127,2926.05127,133.002335
09/25/2015 22:13:09,1.53846157,0,0,0.7692308,0.5769231,53,50,53,52,1197.02075,1197.02075,1197.02075,1197.02075,133.0023
09/25/2015 22:13:14,3.07692313,5.38461542,6.15384626,4.61538458,4.80769253,51,49,51,51,1197.02026,1197.02026,1197.02026,1197.02026,133.002243
09/25/2015 22:13:19,0,0.7692308,0,0,0.1923077,49,49,51,48,1197.02161,1197.02161,1197.02161,1197.02161,133.0024
09/25/2015 22:13:24,0,0,0,0,0,49,47,52,48,1197.02173,1197.02173,1197.02173,1197.02173,133.002411
09/25/2015 22:13:29,7.69230747,6.15384626,3.84615374,4.61538458,5.576923,51,50,50,48,1197.02063,1197.02063,1197.02063,1197.02063,133.002289
09/25/2015 22:13:35,0,0,0,0,0,48,49,49,48,1197.021,1197.021,1197.021,1197.021,133.002335
09/25/2015 22:13:40,0,0,0,0,0,50,48,50,47,1197.02136,1197.02136,1197.02136,1197.02136,133.00238
09/25/2015 22:13:45,1.53846157,5.38461542,6.15384626,7.69230747,5.19230747,49,49,50,48,1197.02051,1197.02051,1197.02051,1197.02051,133.002274
09/25/2015 22:13:50,0.7692308,0,0.78125,0,0.387620181,47,47,49,47,1197.02063,1197.02063,1197.02063,1197.02063,133.002289
09/25/2015 22:13:55,0,0.7692308,0.7692308,0,0.3846154,48,47,50,48,1197.02087,1197.02087,1197.02087,1197.02087,133.002319
09/25/2015 22:14:00,3.065268,8.461538,4.61538458,5.38461542,5.38170147,48,49,50,47,1197.02075,1197.02075,1197.02075,1197.02075,133.0023
09/25/2015 22:14:05,0.7692308,0,0.7692308,0,0.3846154,48,46,51,48,1197.02087,1197.02087,1197.02087,1197.02087,133.002319
09/25/2015 22:14:10,0,1.53846157,0,0.7692308,0.5769231,49,47,49,47,1197.02148,1197.02148,1197.02148,1197.02148,133.0024
09/25/2015 22:14:15,5.38461542,6.923077,3.07692313,2.30769229,4.423077,49,46,51,48,1197.021,1197.021,1197.021,1197.021,133.002335
09/25/2015 22:14:20,0.7692308,3.84615374,2.30769229,3.07692313,2.5,51,50,53,52,2926.05127,2926.05127,2926.05127,2926.05127,133.002335
09/25/2015 22:14:25,0,0,0,0,0,46,47,49,46,1197.02124,1197.02124,1197.02124,1197.02124,133.002365
09/25/2015 22:14:30,2.30769229,2.30769229,0.7692308,0.7692308,1.53846157,49,47,49,47,1197.02087,1197.02087,1197.02087,1197.02087,133.002319
09/25/2015 22:14:35,6.923077,5.38461542,2.30769229,6.15384626,5.19230747,53,52,53,54,2926.052,1197.02124,1197.02124,1197.02124,133.002365
09/25/2015 22:14:40,0,5.38461542,0,0.7692308,1.53846157,47,48,50,46,1197.02136,1197.02136,1197.02136,1197.02136,133.002365
09/25/2015 22:14:46,0,0,0,2.30769229,0.5769231,49,47,49,47,1197.02136,1197.02136,1197.02136,1197.02136,133.002365
09/25/2015 22:14:51,3.07692313,8.461538,6.15384626,4.61538458,5.576923,48,48,50,47,1197.02075,1197.02075,1197.02075,1197.02075,133.002319
09/25/2015 22:14:56,3.84615374,2.30769229,16.9230766,33.0769234,14.0384617,52,54,52,67,2926.05176,1197.02124,2926.05176,2926.05176,133.00235
09/25/2015 22:15:01,24.6153851,0,19.23077,12.3076925,14.0384617,54,53,61,53,2926.05151,2926.05151,2926.05151,2926.05151,133.002335
09/25/2015 22:15:06,9.230769,5.38461542,46.1538467,13.0769234,18.4615383,55,54,63,53,2926.051,2926.051,2926.051,2926.051,133.002319
09/25/2015 22:15:11,0.7692308,7.69230747,36.9230766,13.0769234,14.6153851,54,55,55,64,2926.05127,2926.05127,2926.05127,2926.05127,133.002335
09/25/2015 22:15:16,6.923077,2.30769229,5.38461542,3.07692313,4.423077,51,49,52,50,1197.01978,1197.01978,1197.01978,1197.01978,133.0022
09/25/2015 22:15:21,6.923077,4.61538458,4.61538458,6.15384626,5.576923,50,50,50,48,1197.02075,1197.02075,1197.02075,1197.02075,133.0023
09/25/2015 22:15:26,0.7692308,0,0,0,0.1923077,47,48,49,48,1197.02136,1197.02136,1197.02136,1197.02136,133.00238
09/25/2015 22:15:31,0.7692308,0,0,0,0.1923077,48,46,50,49,1197.02124,1197.02124,1197.02124,1197.02124,133.002365
09/25/2015 22:15:36,6.15384626,4.61538458,6.15384626,5.38461542,5.576923,47,48,50,49,1197.02087,1197.02087,1197.02087,1197.02087,133.002319
09/25/2015 22:15:41,0,0,0,0,0,48,47,49,47,1197.021,1197.021,1197.021,1197.021,133.002335
09/25/2015 22:15:46,0,0,0,0,0,48,47,50,47,1197.02148,1197.02148,1197.02148,1197.02148,133.00238
09/25/2015 22:15:51,3.07692313,3.84615374,4.61538458,6.923077,4.61538458,48,47,50,48,1197.02112,1197.02112,1197.02112,1197.02112,133.00235
09/25/2015 22:15:57,2.30769229,1.53846157,2.30769229,1.53846157,1.92307687,51,51,53,50,2793.04858,2793.04858,2793.04858,2793.04858,133.0023
09/25/2015 22:16:02,0,6.923077,0.7692308,0,1.92307687,47,47,49,47,1197.02124,1197.02124,1197.02124,1197.02124,133.002365
09/25/2015 22:16:07,2.30769229,3.84615374,0.7692308,1.53846157,2.11538458,49,49,50,47,1197.02075,1197.02075,1197.02075,1197.02075,133.0023
09/25/2015 22:16:12,6.923077,7.69230747,6.923077,3.84615374,6.34615374,54,52,54,52,2926.05127,1197.021,2926.05127,2926.05127,133.002335
09/25/2015 22:16:17,0,3.07692313,3.07692313,1.53846157,1.92307687,50,49,59,49,2926.05225,2926.05225,2926.05225,2926.05225,133.00238
09/25/2015 22:16:22,2.30769229,0,13.8461542,35.3846169,12.8846149,53,55,53,64,2926.05151,2926.05151,2926.05151,2926.05151,133.002335
09/25/2015 22:16:27,13.0769234,14.6153851,12.3076925,14.6153851,13.6538458,56,56,55,56,2926.052,2926.052,2926.052,2926.052,133.002365
09/25/2015 22:16:32,0.7692308,1.53846157,2.30769229,50,13.6538458,54,56,53,65,2926.051,2926.051,2926.051,2926.051,133.002319
09/25/2015 22:16:37,0,0,1.53846157,0,0.3846154,50,48,51,50,1197.02112,1197.02112,1197.02112,1197.02112,133.00235
09/25/2015 22:16:42,5.38461542,8.461538,5.38461542,4.61538458,5.96153831,48,50,51,49,1197.02112,1197.02112,1197.02112,1197.02112,133.00235
09/25/2015 22:16:47,0,0,0,0.7692308,0.1923077,48,46,50,49,1197.02148,1197.02148,1197.02148,1197.02148,133.0024
09/25/2015 22:16:52,0,0,0.7692308,0,0.1923077,48,47,50,48,1197.02136,1197.02136,1197.02136,1197.02136,133.00238
09/25/2015 22:16:57,4.61538458,7.03125,8.461538,1.53846157,5.411659,49,48,51,48,1197.02087,1197.02087,1197.02087,1197.02087,133.002319
09/25/2015 22:17:02,0,0,0,0,0,48,48,49,47,1197.02063,1197.02063,1197.02063,1197.02063,133.002289
09/25/2015 22:17:08,0,0,0,0,0,46,49,50,47,1197.02112,1197.02112,1197.02112,1197.02112,133.002335
09/25/2015 22:17:13,4.61538458,9.230769,4.61538458,3.84615374,5.576923,48,48,48,47,1197.02087,1197.02087,1197.02087,1197.02087,133.002319
09/25/2015 22:17:18,0,0,0,0,0,46,46,50,46,1197.02136,1197.02136,1197.02136,1197.02136,133.00238
09/25/2015 22:17:23,0,0,0,0,0,48,47,50,48,1197.02161,1197.02161,1197.02161,1197.02161,133.0024
09/25/2015 22:17:28,5.38461542,6.923077,6.15384626,2.30769229,5.19230747,48,48,50,48,1197.02087,1197.02087,1197.02087,1197.02087,133.002319
09/25/2015 22:17:33,2.30769229,2.30769229,2.30769229,1.53846157,2.11538458,51,49,51,49,2926.05151,2926.05151,2926.05151,2926.05151,133.002335
09/25/2015 22:17:38,0,0,0,0,0,48,46,49,47,1197.02148,1197.02148,1197.02148,1197.02148,133.0024
09/25/2015 22:17:43,2.30769229,2.30769229,0.7692308,0.7692308,1.53846157,46,47,49,47,1197.02087,1197.02087,1197.02087,1197.02087,133.002319
09/25/2015 22:17:48,3.84615374,6.923077,3.84615374,4.61538458,4.80769253,53,52,52,52,2926.05151,2926.05151,2926.05151,2926.05151,133.00235
09/25/2015 22:17:53,0.7692308,0,0.7692308,0,0.3846154,48,47,48,45,1197.021,1197.021,1197.021,1197.021,133.002335
09/25/2015 22:17:58,0,0,0,0,0,47,47,49,46,1197.02161,1197.02161,1197.02161,1197.02161,133.0024
09/25/2015 22:18:03,6.15384626,5.30303049,3.07692313,7.69230747,5.55652666,48,48,50,47,1197.02075,1197.02075,1197.02075,1197.02075,133.002319
09/25/2015 22:18:08,0,0,0.7692308,0,0.1923077,47,47,48,46,1197.02026,1197.02026,1197.02026,1197.02026,133.002243
09/25/2015 22:18:13,0,0,0,0,0,48,47,48,47,1197.02112,1197.02112,1197.02112,1197.02112,133.00235
09/25/2015 22:18:18,6.15384626,5.38461542,6.923077,7.69230747,6.53846169,46,48,49,47,1197.02051,1197.02051,1197.02051,1197.02051,133.002289
09/25/2015 22:18:24,0,0,0.7692308,0,0.1923077,47,46,48,45,1197.021,1197.021,1197.021,1197.021,133.002319
09/25/2015 22:18:29,0,0,1.53846157,0,0.3846154,47,47,48,47,1197.02124,1197.02124,1197.02124,1197.02124,133.00235
09/25/2015 22:18:34,2.30769229,7.69230747,8.461538,6.15384626,6.15384626,48,47,48,45,1197.021,1197.021,1197.021,1197.021,133.002335
09/25/2015 22:18:39,36.1538467,10.7692308,3.07692313,1.53846157,12.8846149,52,58,53,51,2926.051,2926.051,2926.051,2926.051,133.002319
09/25/2015 22:18:44,6.15384626,10,9.230769,27.6923084,13.2692308,60,53,52,53,2926.05249,2926.05249,2926.05249,2926.05249,133.00238
09/25/2015 22:18:49,3.07692313,5.46875,8.461538,5.38461542,5.59795666,49,47,51,47,1197.021,1197.021,1197.021,1197.021,133.002335
09/25/2015 22:18:54,0,3.84615374,0,0,0.961538434,46,46,49,46,1197.02148,1197.02148,1197.02148,1197.02148,133.00238
09/25/2015 22:18:59,0,0,0,0,0,46,46,49,46,1197.021,1197.021,1197.021,1197.021,133.002335
09/25/2015 22:19:04,7.69230747,6.923077,3.84615374,3.07692313,5.38461542,47,45,49,46,1197.02039,1197.02039,1197.02039,1197.02039,133.002258
09/25/2015 22:19:09,1.53846157,1.53846157,2.30769229,2.30769229,1.92307687,49,49,52,49,2926.05078,2926.05078,2926.05078,2926.05078,133.0023
09/25/2015 22:19:14,0,0,0.7692308,0.7692308,0.3846154,47,45,49,45,1197.02124,1197.02124,1197.02124,1197.02124,133.002365
09/25/2015 22:19:19,5.38461542,5.38461542,10,0,5.19230747,47,46,49,46,1197.02075,1197.02075,1197.02075,1197.02075,133.0023
09/25/2015 22:19:24,3.07692313,4.61538458,3.84615374,4.61538458,4.03846169,52,51,53,51,2926.05151,2926.05151,1197.02112,1197.02112,133.00235
09/25/2015 22:19:29,0,0,0,0,0,47,44,49,45,1197.02124,1197.02124,1197.02124,1197.02124,133.002365
09/25/2015 22:19:35,0,0,0,0,0,46,46,48,45,1197.02173,1197.02173,1197.02173,1197.02173,133.002411
09/25/2015 22:19:40,3.84615374,10,9.230769,4.61538458,6.923077,47,47,51,46,1197.02063,1197.02063,1197.02063,1197.02063,133.002289
09/25/2015 22:19:45,0,0,0.7692308,0,0.1923077,47,46,47,45,1197.021,1197.021,1197.021,1197.021,133.002335
09/25/2015 22:19:50,0,0,0,0,0,47,45,49,45,1197.02161,1197.02161,1197.02161,1197.02161,133.0024
09/25/2015 22:19:55,4.61538458,4.61538458,6.15384626,6.923077,5.576923,47,46,49,46,1197.02063,1197.02063,1197.02063,1197.02063,133.002289
09/25/2015 22:20:00,0,0.7692308,4.61538458,0,1.34615386,46,45,47,44,1197.02124,1197.02124,1197.02124,1197.02124,133.00235
09/25/2015 22:20:05,0,0,0,0,0,46,45,47,46,1197.02173,1197.02173,1197.02173,1197.02173,133.002411
09/25/2015 22:20:10,8.461538,6.15384626,3.84615374,4.61538458,5.769231,46,44,47,45,1197.02087,1197.02087,1197.02087,1197.02087,133.002319
09/25/2015 22:20:15,0,1.53846157,0,0,0.3846154,46,45,48,45,1197.02087,1197.02087,1197.02087,1197.02087,133.002319
